pc_time,packet_no,target_index,track_id,match_distance_m,x_cm,y_cm,speed_cm_s,pv,x_m,y_m,speed_m_s,distance_m
2026-06-26T15:38:39.530,189,1,3,0.000,52,141,0,237,0.520,1.410,0.000,1.503
2026-06-26T15:38:39.629,191,1,3,0.000,47,154,0,271,0.470,1.540,0.000,1.610
2026-06-26T15:38:39.727,193,1,3,0.000,47,154,0,293,0.470,1.540,0.000,1.610
2026-06-26T15:38:39.775,194,1,3,0.000,47,154,0,282,0.470,1.540,0.000,1.610
2026-06-26T15:38:39.882,196,1,3,0.000,47,154,0,286,0.470,1.540,0.000,1.610
2026-06-26T15:38:40.332,205,1,3,0.000,40,182,0,256,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.429,207,1,3,0.000,40,182,0,266,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.529,209,1,3,0.000,40,182,0,309,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.579,210,1,3,0.000,40,182,0,340,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.629,211,1,3,0.000,40,182,0,338,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.774,214,1,3,0.000,40,182,0,336,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.822,215,1,3,0.000,40,182,0,315,0.400,1.820,0.000,1.863
2026-06-26T15:38:40.882,216,1,3,0.000,40,182,0,317,0.400,1.820,0.000,1.863
2026-06-26T15:38:41.677,232,1,3,0.000,44,173,0,289,0.440,1.730,0.000,1.785
2026-06-26T15:38:41.823,235,1,3,0.000,44,179,-16,142,0.440,1.790,-0.160,1.843
2026-06-26T15:38:41.873,236,1,3,0.022,46,178,-28,285,0.460,1.780,-0.280,1.838
2026-06-26T15:38:41.922,237,1,3,0.036,44,181,-22,333,0.440,1.810,-0.220,1.863
2026-06-26T15:38:41.982,238,1,3,0.010,44,180,-17,335,0.440,1.800,-0.170,1.853
2026-06-26T15:38:42.030,239,1,3,0.010,44,179,-13,330,0.440,1.790,-0.130,1.843
2026-06-26T15:38:42.080,240,1,3,0.000,44,179,-10,284,0.440,1.790,-0.100,1.843
2026-06-26T15:38:42.130,241,1,3,0.032,43,182,-8,331,0.430,1.820,-0.080,1.870
2026-06-26T15:38:42.180,242,1,3,0.000,43,182,-14,182,0.430,1.820,-0.140,1.870
