pc_time,packet_no,target_index,track_id,match_distance_m,x_cm,y_cm,speed_cm_s,pv,x_m,y_m,speed_m_s,distance_m
2026-06-26T15:35:51.138,1,0,1,0.000,35,94,3,94,0.350,0.940,0.030,1.003
2026-06-26T15:35:51.138,1,1,2,0.000,118,282,5,241,1.180,2.820,0.050,3.057
2026-06-26T15:35:51.138,1,2,3,0.000,-124,373,6,254,-1.240,3.730,0.060,3.931
2026-06-26T15:35:51.138,1,3,4,0.000,233,398,0,488,2.330,3.980,0.000,4.612
2026-06-26T15:35:51.138,1,4,6,0.000,-303,473,0,265,-3.030,4.730,0.000,5.617
2026-06-26T15:35:51.138,1,5,5,0.000,-58,503,4,534,-0.580,5.030,0.040,5.063
2026-06-26T15:35:51.138,1,6,8,0.000,-465,643,5,145,-4.650,6.430,0.050,7.935
2026-06-26T15:35:51.138,1,7,7,0.000,-47,744,0,211,-0.470,7.440,0.000,7.455
2026-06-26T15:35:51.138,1,8,10,0.000,688,769,2,724,6.880,7.690,0.020,10.318
2026-06-26T15:35:51.138,1,9,9,0.000,348,806,7,241,3.480,8.060,0.070,8.779
2026-06-26T15:35:51.187,2,0,1,0.051,34,89,2,93,0.340,0.890,0.020,0.953
2026-06-26T15:35:51.187,2,1,2,0.045,114,284,4,217,1.140,2.840,0.040,3.060
2026-06-26T15:35:51.187,2,2,3,0.000,-124,373,3,254,-1.240,3.730,0.030,3.931
2026-06-26T15:35:51.187,2,3,4,0.128,223,390,0,358,2.230,3.900,0.000,4.493
2026-06-26T15:35:51.187,2,4,6,0.000,-303,473,0,265,-3.030,4.730,0.000,5.617
2026-06-26T15:35:51.187,2,5,5,0.140,-72,504,3,702,-0.720,5.040,0.030,5.091
2026-06-26T15:35:51.187,2,6,11,0.000,-193,639,0,309,-1.930,6.390,0.000,6.675
2026-06-26T15:35:51.187,2,7,8,0.010,-465,644,3,145,-4.650,6.440,0.030,7.943
2026-06-26T15:35:51.187,2,8,7,0.158,-42,759,0,255,-0.420,7.590,0.000,7.602
