pc_time,packet_no,target_index,track_id,match_distance_m,x_cm,y_cm,speed_cm_s,pv,x_m,y_m,speed_m_s,distance_m
2026-06-26T15:27:54.967,1,0,1,0.000,-22,100,0,164,-0.220,1.000,0.000,1.024
2026-06-26T15:27:54.967,1,1,2,0.000,92,198,0,163,0.920,1.980,0.000,2.183
2026-06-26T15:27:54.967,1,2,3,0.000,167,228,0,843,1.670,2.280,0.000,2.826
2026-06-26T15:27:54.967,1,3,6,0.000,313,317,0,139,3.130,3.170,0.000,4.455
2026-06-26T15:27:54.967,1,4,4,0.000,100,345,0,812,1.000,3.450,0.000,3.592
2026-06-26T15:27:54.967,1,5,5,0.000,-72,367,0,650,-0.720,3.670,0.000,3.740
2026-06-26T15:27:54.967,1,6,7,0.000,186,411,0,401,1.860,4.110,0.000,4.511
2026-06-26T15:27:54.967,1,7,8,0.000,27,501,0,583,0.270,5.010,0.000,5.017
2026-06-26T15:27:54.967,1,8,9,0.000,-214,504,0,1481,-2.140,5.040,0.000,5.476
2026-06-26T15:27:54.967,1,9,10,0.000,265,674,0,316,2.650,6.740,0.000,7.242
2026-06-26T15:27:55.016,2,0,1,0.086,-29,95,0,36,-0.290,0.950,0.000,0.993
2026-06-26T15:27:55.016,2,1,2,0.010,93,198,0,184,0.930,1.980,0.000,2.188
2026-06-26T15:27:55.016,2,2,3,0.000,167,228,0,1063,1.670,2.280,0.000,2.826
2026-06-26T15:27:55.016,2,3,6,0.000,313,317,0,139,3.130,3.170,0.000,4.455
2026-06-26T15:27:55.016,2,4,4,0.000,100,345,0,1176,1.000,3.450,0.000,3.592
2026-06-26T15:27:55.016,2,5,5,0.000,-72,367,0,649,-0.720,3.670,0.000,3.740
2026-06-26T15:27:55.016,2,6,7,0.014,185,410,0,429,1.850,4.100,0.000,4.498
2026-06-26T15:27:55.016,2,7,8,0.133,14,504,0,817,0.140,5.040,0.000,5.042
2026-06-26T15:27:55.016,2,8,9,0.000,-214,504,0,1516,-2.140,5.040,0.000,5.476
2026-06-26T15:27:55.016,2,9,10,0.098,274,670,0,276,2.740,6.700,0.000,7.239
2026-06-26T15:27:55.067,3,0,1,0.020,-27,95,0,38,-0.270,0.950,0.000,0.988
2026-06-26T15:27:55.067,3,1,2,0.000,93,198,0,184,0.930,1.980,0.000,2.188
