pc_time,packet_no,target_index,track_id,match_distance_m,x_cm,y_cm,speed_cm_s,pv,x_m,y_m,speed_m_s,distance_m
2026-06-26T15:27:54.967,1,0,1,0.000,-22,100,0,164,-0.220,1.000,0.000,1.024
2026-06-26T15:27:55.017,2,0,1,0.086,-29,95,0,36,-0.290,0.950,0.000,0.993
2026-06-26T15:27:55.067,3,0,1,0.020,-27,95,0,38,-0.270,0.950,0.000,0.988
2026-06-26T15:27:55.117,4,0,1,0.028,-29,93,0,31,-0.290,0.930,0.000,0.974
2026-06-26T15:27:55.167,5,0,1,0.020,-27,93,0,34,-0.270,0.930,0.000,0.968
2026-06-26T15:27:55.257,7,0,1,0.000,-7,115,0,150,-0.070,1.150,0.000,1.152
2026-06-26T15:27:55.308,8,0,1,0.051,-8,110,0,35,-0.080,1.100,0.000,1.103
2026-06-26T15:27:55.308,8,1,2,0.020,53,204,0,227,0.530,2.040,0.000,2.108
2026-06-26T15:27:55.361,9,0,1,0.106,0,117,0,168,0.000,1.170,0.000,1.170
2026-06-26T15:27:55.361,9,1,2,0.022,52,206,0,206,0.520,2.060,0.000,2.125
2026-06-26T15:27:55.412,10,0,1,0.000,0,117,0,186,0.000,1.170,0.000,1.170
2026-06-26T15:27:55.412,10,1,2,0.060,46,206,0,219,0.460,2.060,0.000,2.111
2026-06-26T15:27:55.461,11,0,1,0.058,3,122,0,187,0.030,1.220,0.000,1.220
2026-06-26T15:27:55.461,11,1,2,0.010,45,206,0,201,0.450,2.060,0.000,2.109
2026-06-26T15:27:55.511,12,1,2,0.000,45,206,0,201,0.450,2.060,0.000,2.109
2026-06-26T15:27:55.511,12,5,5,0.064,-59,356,0,153,-0.590,3.560,0.000,3.609
2026-06-26T15:27:55.560,13,1,2,0.000,45,206,0,201,0.450,2.060,0.000,2.109
2026-06-26T15:27:55.560,13,4,5,0.061,-60,362,0,677,-0.600,3.620,0.000,3.669
2026-06-26T15:27:55.609,14,0,1,0.085,16,109,0,35,0.160,1.090,0.000,1.102
2026-06-26T15:27:55.609,14,1,2,0.000,45,206,0,201,0.450,2.060,0.000,2.109
2026-06-26T15:27:55.609,14,4,5,0.000,-60,362,0,680,-0.600,3.620,0.000,3.669
2026-06-26T15:27:55.658,15,1,2,0.000,45,206,0,201,0.450,2.060,0.000,2.109
2026-06-26T15:27:55.717,16,0,1,0.082,20,112,0,157,0.200,1.120,0.000,1.138
2026-06-26T15:27:55.717,16,1,2,0.000,45,206,0,201,0.450,2.060,0.000,2.109
2026-06-26T15:27:55.766,17,0,1,0.000,20,112,0,157,0.200,1.120,0.000,1.138
2026-06-26T15:27:55.766,17,1,2,0.100,55,205,0,191,0.550,2.050,0.000,2.122
2026-06-26T15:27:55.815,18,0,1,0.071,19,119,0,146,0.190,1.190,0.000,1.205
2026-06-26T15:27:55.815,18,1,2,0.050,60,205,0,202,0.600,2.050,0.000,2.136
2026-06-26T15:27:55.864,19,0,1,0.000,19,119,0,146,0.190,1.190,0.000,1.205
2026-06-26T15:27:55.864,19,1,2,0.000,60,205,0,202,0.600,2.050,0.000,2.136
2026-06-26T15:27:55.915,20,0,1,0.000,19,119,0,33,0.190,1.190,0.000,1.205
2026-06-26T15:27:55.915,20,1,2,0.000,60,205,0,202,0.600,2.050,0.000,2.136
2026-06-26T15:27:55.964,21,0,1,0.000,19,119,0,33,0.190,1.190,0.000,1.205
2026-06-26T15:27:55.964,21,1,2,0.000,60,205,0,202,0.600,2.050,0.000,2.136
2026-06-26T15:27:56.012,22,0,1,0.041,18,123,0,123,0.180,1.230,0.000,1.243
2026-06-26T15:27:56.063,23,0,1,0.085,15,131,0,145,0.150,1.310,0.000,1.319
2026-06-26T15:27:56.165,25,0,1,0.000,-18,133,0,99,-0.180,1.330,0.000,1.342
2026-06-26T15:27:56.216,26,0,1,0.000,-18,133,0,99,-0.180,1.330,0.000,1.342
2026-06-26T15:27:56.266,27,0,1,0.041,-22,134,0,84,-0.220,1.340,0.000,1.358
2026-06-26T15:27:56.316,28,0,1,0.000,-22,134,0,84,-0.220,1.340,0.000,1.358
2026-06-26T15:27:56.365,29,0,1,0.000,-22,134,0,84,-0.220,1.340,0.000,1.358
2026-06-26T15:27:56.415,30,0,1,0.000,-22,134,0,84,-0.220,1.340,0.000,1.358
2026-06-26T15:27:56.465,31,0,1,0.000,-22,134,0,84,-0.220,1.340,0.000,1.358
2026-06-26T15:27:56.516,32,0,1,0.000,-22,134,0,84,-0.220,1.340,0.000,1.358
